"","capture_time_in_zone","location_accuracy","species","date","number_of_sp_calling","water_body","habitat","lga_name","state","grid_id","grid_lat","grid_lng","record_sunrise","record_sunset","record_day_length","grid_sunrise","grid_sunset","grid_day_length","fraction","phase","present","year_day","day","year","mean_min_temp","Date","month","mean_max_temp","mean_vapour","mean_rainfall","rain_3_days","rain_10_days"
"1672","2020-02-09 19:52:42 +1000",65,"Austrochaperina robusta","2020-02-09",2,"None selected","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-09 07:10:37,2020-02-09 19:54:54,12.7380555555556,2020-02-09 07:10:25,2020-02-09 19:54:38,12.7369444444444,0.997611925795486,0.484438658192283,0,"2020_40",40,2020,20.8975005149841,2020-02-09,2,30.210000038147,18.4124999046326,0.450000002980232,7.52499987185001,8.69999988377094
"1673","2020-02-10 20:05:51 +1000",23.8899993896484,"Austrochaperina robusta","2020-02-10",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-10 07:11:07,2020-02-10 19:54:33,12.7238888888889,2020-02-10 07:10:53,2020-02-10 19:54:15,12.7227777777778,0.992610261800265,0.527396872965289,0,"2020_41",41,2020,16.75,2020-02-10,2,28.1175003051758,22.0199999809265,2.62499994039536,5.52499993145466,11.3249998241663
"1674","2020-02-11 20:10:35 +1000",17.9419994354248,"Austrochaperina robusta","2020-02-11",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-11 07:11:34,2020-02-11 19:54:10,12.71,2020-02-11 07:11:20,2020-02-11 19:53:52,12.7088888888889,0.960789142889043,0.563450227296737,0,"2020_42",42,2020,18.2900004386902,2020-02-11,2,31.9224996566772,18.0149998664856,0.824999988079071,3.89999993145466,12.0999998115003
"1675","2020-02-11 23:52:16 +1000",7.50400018692017,"Austrochaperina robusta","2020-02-12",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-12 07:12:00,2020-02-12 19:53:45,12.6958333333333,2020-02-12 07:11:47,2020-02-12 19:53:28,12.6947222222222,0.903396311933407,0.600600735013383,0,"2020_43",43,2020,17.9350004196167,2020-02-12,2,34.460000038147,19.4974999427795,0.150000002235174,3.5999999307096,11.599999807775
"1676","2020-02-19 20:26:01 +1000",21.2800006866455,"Austrochaperina robusta","2020-02-19",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-02-19 07:15:30,2020-02-19 19:52:13,12.6119444444444,2020-02-19 07:16:10,2020-02-19 19:52:37,12.6075,0.194531489597073,0.85460357374875,0,"2020_50",50,2020,12.8433335622152,2020-02-19,2,30.0799999237061,13.9633334477743,0,0,5.73333331942558
"1677","2020-02-20 20:41:35 +1000",5,"Austrochaperina robusta","2020-02-20",2,"None selected","None selected","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-20 07:14:49,2020-02-20 19:49:45,12.5822222222222,2020-02-20 07:14:59,2020-02-20 19:49:37,12.5772222222222,0.118565786537322,0.888104802274621,0,"2020_51",51,2020,10.9525001049042,2020-02-20,2,25.9300003051758,10.9574999809265,0,0.125000001862645,3.47499997168779
"1678","2020-02-20 20:40:07 +1000",5,"Austrochaperina robusta","2020-02-20",2,"None selected","None selected","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-20 07:14:49,2020-02-20 19:49:45,12.5822222222222,2020-02-20 07:14:59,2020-02-20 19:49:37,12.5772222222222,0.118565786537322,0.888104802274621,0,"2020_51",51,2020,10.9525001049042,2020-02-20,2,25.9300003051758,10.9574999809265,0,0.125000001862645,3.47499997168779
"1679","2020-02-21 23:28:00 +1000",20.2999992370605,"Austrochaperina robusta","2020-02-22",2,"None selected","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-22 07:15:39,2020-02-22 19:48:45,12.5516666666667,2020-02-22 07:15:42,2020-02-22 19:48:30,12.5466666666667,0.0226533336844646,0.951908349335952,0,"2020_53",53,2020,9.55750012397766,2020-02-22,2,30.977499961853,15.2249999046326,0,0,2.49999998137355
"1680","2020-02-25 19:47:34 +1000",92.9000015258789,"Austrochaperina robusta","2020-02-25",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-02-25 07:17:40,2020-02-25 19:48:41,12.5169444444444,2020-02-25 07:18:18,2020-02-25 19:49:07,12.5136111111111,0.0211275195974311,0.0464318119111841,0,"2020_56",56,2020,17.75,2020-02-25,2,22.2033335367839,15.8599999745687,4.19999996821086,9.36666663487756,9.46666663636768
"1681","2020-02-27 19:53:40 +1000",11.8728729068766,"Austrochaperina robusta","2020-02-27",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-27 07:17:12,2020-02-27 19:45:38,12.4738888888889,2020-02-27 07:17:17,2020-02-27 19:45:30,12.4702777777778,0.105034737174097,0.105058279214029,0,"2020_58",58,2020,9.0625,2020-02-27,2,24.9724998474121,11.7525000572205,0,0.100000001490116,0.425000006332994
"1682","2020-03-02 20:57:50 +1000",4.5887666556731,"Austrochaperina robusta","2020-03-02",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-02 07:18:21,2020-03-02 19:43:00,12.4108333333333,2020-03-02 07:18:24,2020-03-02 19:42:52,12.4077777777778,0.43024077443352,0.227722272064726,0,"2020_62",62,2020,17.3650002479553,2020-03-02,3,24.9175000190735,9.4449999332428,0,0,0.300000004470348
"1683","2020-03-03 19:41:51 +1000",36.6660003662109,"Austrochaperina robusta","2020-03-03",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-03 07:19:47,2020-03-03 19:44:00,12.4036111111111,2020-03-03 07:20:24,2020-03-03 19:44:27,12.4008333333333,0.532236191622107,0.260268220513948,0,"2020_63",63,2020,9.92000007629395,2020-03-03,3,24.7233327229818,16.3266665140788,0,4.06666670242942,29.766667018334
"1684","2020-03-04 19:35:02 +1000",5.19999980926514,"Austrochaperina robusta","2020-03-04",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-04 07:20:03,2020-03-04 19:43:17,12.3872222222222,2020-03-04 07:20:40,2020-03-04 19:43:45,12.3847222222222,0.635582326402592,0.293704395081722,0,"2020_64",64,2020,13.0366665522257,2020-03-04,3,29.7466665903727,10.8799997965495,0,0.433333337306976,26.7000003357728
"1685","2020-03-01 19:54:01 +1000",10,"Austrochaperina robusta","2020-03-01",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-01 07:18:05,2020-03-01 19:43:37,12.4255555555556,2020-03-01 07:18:08,2020-03-01 19:43:33,12.4236111111111,0.33369348248452,0.196034852668594,0,"2020_61",61,2020,13.1524999141693,2020-03-01,3,34.8699998855591,12.8449997901917,0,0,0.300000004470348
"1686","2020-03-06 07:22:55 +1000",11.9584108634942,"Austrochaperina robusta","2020-03-06",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-06 07:19:21,2020-03-06 19:40:11,12.3472222222222,2020-03-06 07:19:24,2020-03-06 19:40:05,12.3447222222222,0.826148272881194,0.363097156116475,0,"2020_66",66,2020,14.5150001049042,2020-03-06,3,24.3924999237061,11.3474998474121,0.599999994039536,48.6749999970198,48.7749999985099
"1687","2020-03-07 19:13:29 +1000",17,"Austrochaperina robusta","2020-03-07",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-07 07:20:49,2020-03-07 19:41:06,12.3380555555556,2020-03-07 07:21:25,2020-03-07 19:41:34,12.3358333333333,0.902323853221515,0.398822905857153,0,"2020_67",67,2020,13.1099999745687,2020-03-07,3,28.6499996185303,16.6866664886475,0.400000005960464,5.20000003774965,25.0000003973643
"1688","2020-03-06 20:45:00 +1000",10,"Austrochaperina robusta","2020-03-06",2,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-06 07:20:15,2020-03-06 19:41:26,12.3530555555556,2020-03-06 07:21:10,2020-03-06 19:42:18,12.3522222222222,0.826148272881194,0.363097156116475,0,"2020_66",66,2020,15.9566666285197,2020-03-06,3,25.4500001271566,14.233333269755,4.80000003178914,4.80000003178918,25.2000004152457
"1689","2020-03-08 19:39:54 +1000",12,"Austrochaperina robusta","2020-03-08",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-08 07:21:04,2020-03-08 19:40:21,12.3213888888889,2020-03-08 07:21:39,2020-03-08 19:40:50,12.3197222222222,0.958727571474225,0.434880088233747,0,"2020_68",68,2020,15.483333269755,2020-03-08,3,26.7533327738444,14.2866665522257,0,5.20000003774965,24.6000003914038
"1690","2020-03-08 21:55:51 +1000",9.75328719959242,"Austrochaperina robusta","2020-03-08",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-08 07:19:49,2020-03-08 19:38:44,12.3152777777778,2020-03-08 07:19:51,2020-03-08 19:38:38,12.3130555555556,0.958727571474225,0.434880088233747,0,"2020_68",68,2020,11.0699999332428,2020-03-08,3,27.1874995231628,12.5524997711182,0,0.599999994039536,48.6749999970198
"1691","2020-03-11 18:52:19 +1000",3.90000009536743,"Austrochaperina robusta","2020-03-11",2,"Large pond","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-11 07:21:45,2020-03-11 19:38:04,12.2719444444444,2020-03-11 07:22:20,2020-03-11 19:38:34,12.2705555555556,0.97529973722019,0.550234859867817,0,"2020_71",71,2020,11.7833334604899,2020-03-11,3,29.0766671498617,16.863333384196,0,0,5.63333337505662
"1692","2020-03-11 19:25:00 +1000",5.33300018310547,"Austrochaperina robusta","2020-03-11",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-11 07:21:45,2020-03-11 19:38:04,12.2719444444444,2020-03-11 07:22:20,2020-03-11 19:38:34,12.2705555555556,0.97529973722019,0.550234859867817,0,"2020_71",71,2020,11.7833334604899,2020-03-11,3,29.0766671498617,16.863333384196,0,0,5.63333337505662
"1693","2020-02-23 06:55:20 +1000",4.70906723359877,"Austrochaperina robusta","2020-02-23",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-02-23 07:15:56,2020-02-23 19:48:06,12.5361111111111,2020-02-23 07:16:02,2020-02-23 19:47:56,12.5316666666667,0.0037310655310045,0.980544741773282,0,"2020_54",54,2020,15.2174999713898,2020-02-23,2,34.5124998092651,16.5649995803833,0,0,2.44999998062849
"1694","2020-03-13 19:45:52 +1000",46.5895729674576,"Austrochaperina robusta","2020-03-13",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-13 07:20:52,2020-03-13 19:34:58,12.235,2020-03-13 07:20:53,2020-03-13 19:34:54,12.2336111111111,0.856117443707645,0.623841544283072,0,"2020_73",73,2020,15.8125,2020-03-13,3,33.3825006484985,7.73249995708466,0.025000000372529,0.025000000372529,48.6999999973923
"1695","2020-03-13 19:49:06 +1000",3.96000003814697,"Austrochaperina robusta","2020-03-13",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-13 07:22:11,2020-03-13 19:36:31,12.2388888888889,2020-03-13 07:22:45,2020-03-13 19:37:01,12.2377777777778,0.856117443707645,0.623841544283072,0,"2020_73",73,2020,15.1333335240682,2020-03-13,3,22.1866664886475,17.0300000508626,0.733333349227905,0.733333349227905,5.93333338697755
"1696","2020-03-13 19:52:52 +1000",3.90000009536743,"Austrochaperina robusta","2020-03-13",2,"Small pond","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-13 07:22:11,2020-03-13 19:36:31,12.2388888888889,2020-03-13 07:22:45,2020-03-13 19:37:01,12.2377777777778,0.856117443707645,0.623841544283072,0,"2020_73",73,2020,15.1333335240682,2020-03-13,3,22.1866664886475,17.0300000508626,0.733333349227905,0.733333349227905,5.93333338697755
"1697","2020-03-14 21:38:43 +1000",14.814737396652,"Austrochaperina robusta","2020-03-14",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-14 07:21:04,2020-03-14 19:34:12,12.2188888888889,2020-03-14 07:21:04,2020-03-14 19:34:08,12.2177777777778,0.766375833051747,0.660578991543494,0,"2020_74",74,2020,9.65750002861023,2020-03-14,3,21.6124997138977,9.47249984741211,3.59999990463257,3.6249999050051,51.8499998990446
"1698","2020-03-14 19:20:34 +1000",10,"Austrochaperina robusta","2020-03-14",2,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-14 07:22:09,2020-03-14 19:35:24,12.2208333333333,2020-03-14 07:22:58,2020-03-14 19:36:14,12.2211111111111,0.766375833051747,0.660578991543494,0,"2020_74",74,2020,15.4133332570394,2020-03-14,3,25.6800003051758,19.0933335622152,0.200000002980232,0.933333352208138,6.13333338995778
"1699","2020-03-14 19:12:53 +1000",5,"Austrochaperina robusta","2020-03-14",2,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-14 07:22:09,2020-03-14 19:35:24,12.2208333333333,2020-03-14 07:22:58,2020-03-14 19:36:14,12.2211111111111,0.766375833051747,0.660578991543494,0,"2020_74",74,2020,15.4133332570394,2020-03-14,3,25.6800003051758,19.0933335622152,0.200000002980232,0.933333352208138,6.13333338995778
"1700","2020-03-14 19:14:43 +1000",10,"Austrochaperina robusta","2020-03-14",2,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2020-03-14 07:22:09,2020-03-14 19:35:24,12.2208333333333,2020-03-14 07:22:58,2020-03-14 19:36:14,12.2211111111111,0.766375833051747,0.660578991543494,0,"2020_74",74,2020,15.4133332570394,2020-03-14,3,25.6800003051758,19.0933335622152,0.200000002980232,0.933333352208138,6.13333338995778
"1701","2020-03-15 20:05:19 +1100",4.66599988937378,"Austrochaperina robusta","2020-03-15",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-15 07:21:21,2020-03-15 19:33:29,12.2022222222222,2020-03-15 07:21:15,2020-03-15 19:33:22,12.2019444444444,0.663868461363685,0.696857018494314,0,"2020_75",75,2020,8.39750003814697,2020-03-15,3,23.1524996757507,11.5924999713898,0,3.6249999050051,4.22499989904463
"1702","2020-03-15 21:05:50 +1000",4.72032213332448,"Austrochaperina robusta","2020-03-15",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-15 07:21:15,2020-03-15 19:33:25,12.2027777777778,2020-03-15 07:21:15,2020-03-15 19:33:22,12.2019444444444,0.663868461363685,0.696857018494314,0,"2020_75",75,2020,8.39750003814697,2020-03-15,3,23.1524996757507,11.5924999713898,0,3.6249999050051,4.22499989904463
"1703","2020-03-16 21:59:23 +1000",4.67567746932797,"Austrochaperina robusta","2020-03-16",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-16 07:21:26,2020-03-16 19:32:39,12.1869444444444,2020-03-16 07:21:26,2020-03-16 19:32:35,12.1858333333333,0.554864378071054,0.732500889468851,0,"2020_76",76,2020,9.03999996185303,2020-03-16,3,26.8799996376038,11.9949998855591,0,3.59999990463257,3.6249999050051
"1704","2020-03-18 20:02:57 +1000",16.0799999237061,"Austrochaperina robusta","2020-03-18",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-18 07:22:03,2020-03-18 19:31:18,12.1541666666667,2020-03-18 07:21:47,2020-03-18 19:31:02,12.1541666666667,0.341351917735929,0.801387463719158,0,"2020_78",78,2020,15.6800000667572,2020-03-18,3,33.2149991989136,11.9949998855591,0,0,3.6249999050051
"1705","2020-03-23 22:14:30 +1000",65,"Austrochaperina robusta","2020-03-23",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-23 07:22:39,2020-03-23 19:27:07,12.0744444444444,2020-03-23 07:22:36,2020-03-23 19:27:06,12.075,0.0178085918656894,0.95739481579223,0,"2020_83",83,2020,7.58500003814697,2020-03-23,3,22.9449996948242,9.25999999046326,0,0,3.59999990463257
"1706","2020-03-24 19:13:16 +1000",4.69731719077355,"Austrochaperina robusta","2020-03-24",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-24 07:22:49,2020-03-24 19:26:20,12.0586111111111,2020-03-24 07:22:46,2020-03-24 19:26:19,12.0591666666667,0.00305332903071998,0.982402207765852,0,"2020_84",84,2020,8.26749992370605,2020-03-24,3,22.0799999237061,9.85749983787537,0,0,0
"1707","2020-03-26 19:56:47 +1000",65,"Austrochaperina robusta","2020-03-26",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-26 07:23:08,2020-03-26 19:24:44,12.0266666666667,2020-03-26 07:23:05,2020-03-26 19:24:44,12.0275,0.0257725576741148,0.051323025564727,0,"2020_86",86,2020,9.02250003814697,2020-03-26,3,26.3600001335144,12.5650000572205,0,0,0
"1708","2020-03-26 21:58:00 +1000",66.8288155535214,"Austrochaperina robusta","2020-03-26",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-26 07:23:08,2020-03-26 19:24:44,12.0266666666667,2020-03-26 07:23:05,2020-03-26 19:24:44,12.0275,0.0257725576741148,0.051323025564727,0,"2020_86",86,2020,9.02250003814697,2020-03-26,3,26.3600001335144,12.5650000572205,0,0,0
"1709","2020-03-27 20:32:14 +1000",65,"Austrochaperina robusta","2020-03-27",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-27 07:23:18,2020-03-27 19:23:57,12.0108333333333,2020-03-27 07:23:14,2020-03-27 19:23:57,12.0119444444444,0.0629797842406365,0.0807455176440258,0,"2020_87",87,2020,11.9250001907349,2020-03-27,3,27.7574996948242,13.0925002098083,0,0,0
"1710","2020-03-27 21:09:36 +1000",48,"Austrochaperina robusta","2020-03-27",2,"Large pond","None selected","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-27 07:23:24,2020-03-27 19:24:03,12.0108333333333,2020-03-27 07:23:14,2020-03-27 19:23:57,12.0119444444444,0.0629797842406365,0.0807455176440258,0,"2020_87",87,2020,11.9250001907349,2020-03-27,3,27.7574996948242,13.0925002098083,0,0,0
"1711","2020-03-27 21:11:32 +1000",32,"Austrochaperina robusta","2020-03-27",2,"Large pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-27 07:23:24,2020-03-27 19:24:03,12.0108333333333,2020-03-27 07:23:14,2020-03-27 19:23:57,12.0119444444444,0.0629797842406365,0.0807455176440258,0,"2020_87",87,2020,11.9250001907349,2020-03-27,3,27.7574996948242,13.0925002098083,0,0,0
"1712","2020-03-28 20:00:42 +1000",27.0951030283233,"Austrochaperina robusta","2020-03-28",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-28 07:23:27,2020-03-28 19:23:09,11.995,2020-03-28 07:23:24,2020-03-28 19:23:10,11.9961111111111,0.116967563183356,0.111106052396724,0,"2020_88",88,2020,15.6524996757507,2020-03-28,3,28.8800001144409,13.1549997329712,0,0,0
"1713","2020-03-28 21:13:05 +1000",34.3438123761149,"Austrochaperina robusta","2020-03-28",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-28 07:23:27,2020-03-28 19:23:09,11.995,2020-03-28 07:23:24,2020-03-28 19:23:10,11.9961111111111,0.116967563183356,0.111106052396724,0,"2020_88",88,2020,15.6524996757507,2020-03-28,3,28.8800001144409,13.1549997329712,0,0,0
"1714","2020-03-29 22:00:14 +1000",65,"Austrochaperina robusta","2020-03-29",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-29 07:23:37,2020-03-29 19:22:22,11.9791666666667,2020-03-29 07:23:33,2020-03-29 19:22:23,11.9805555555556,0.186918114239036,0.142312065952626,0,"2020_89",89,2020,16.9274997711182,2020-03-29,3,29.4925003051758,13.3724999427795,0.100000001490116,0.100000001490116,0.100000001490116
"1715","2020-03-30 20:48:19 +1000",39.7947943930516,"Austrochaperina robusta","2020-03-30",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-03-30 07:23:47,2020-03-30 19:21:35,11.9633333333333,2020-03-30 07:23:42,2020-03-30 19:21:36,11.965,0.271328228007305,0.174400489864733,0,"2020_90",90,2020,12.1025002002716,2020-03-30,3,24.0125002861023,11.8274998664856,2.72499996423721,2.82499996572733,2.82499996572733
"1716","2020-04-01 18:14:41 +1000",65,"Austrochaperina robusta","2020-04-01",2,"None selected","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-04-01 07:24:20,2020-04-01 19:20:22,11.9338888888889,2020-04-01 07:24:01,2020-04-01 19:20:03,11.9338888888889,0.472718557852784,0.241311732627692,0,"2020_92",92,2020,9.73000001907349,2020-04-01,4,26.2750000953674,16.9224991798401,1.5,4.22499996423721,4.32499996572733
"1717","2020-04-01 18:24:36 +1000",65,"Austrochaperina robusta","2020-04-01",2,"None selected","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-04-01 07:24:20,2020-04-01 19:20:22,11.9338888888889,2020-04-01 07:24:01,2020-04-01 19:20:03,11.9338888888889,0.472718557852784,0.241311732627692,0,"2020_92",92,2020,9.73000001907349,2020-04-01,4,26.2750000953674,16.9224991798401,1.5,4.22499996423721,4.32499996572733
"1718","2020-04-02 20:15:45 +1000",21.6493259327961,"Austrochaperina robusta","2020-04-02",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-04-02 07:24:16,2020-04-02 19:19:15,11.9163888888889,2020-04-02 07:24:11,2020-04-02 19:19:16,11.9180555555556,0.581572550407561,0.276081934782668,0,"2020_93",93,2020,14.4900000095367,2020-04-02,4,19.0425000190735,15.9850001335144,16.5250000953674,18.0250000953674,20.8500000610948
"1719","2020-04-02 22:10:31 +1000",65,"Austrochaperina robusta","2020-04-02",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-04-02 07:24:16,2020-04-02 19:19:15,11.9163888888889,2020-04-02 07:24:11,2020-04-02 19:19:16,11.9180555555556,0.581572550407561,0.276081934782668,0,"2020_93",93,2020,14.4900000095367,2020-04-02,4,19.0425000190735,15.9850001335144,16.5250000953674,18.0250000953674,20.8500000610948
"1720","2019-11-29 18:56:04 +1000",24,"Austrochaperina robusta","2019-11-29",2,"None selected","None selected","Tablelands (R)","QLD",4474,-17.25,145.75,2019-11-29 06:35:05,2019-11-29 19:38:42,13.0602777777778,2019-11-29 06:34:51,2019-11-29 19:38:10,13.0552777777778,0.0700046327347314,0.0852346039426226,0,"2019_333",333,2019,12.0425000190735,2019-11-29,11,33.3775005340576,10.5800001621246,0.125000001862645,0.625000001862645,0.825000004842877
"1721","2020-05-20 20:45:33 +1000",65,"Austrochaperina robusta","2020-05-20",2,"Flooded area","Natural area","Cairns (R)","QLD",4475,-16.75,145.75,2020-05-20 06:36:39,2020-05-20 17:53:19,11.2777777777778,2020-05-20 06:36:21,2020-05-20 17:53:33,11.2866666666667,0.0730021562068011,0.9129137754483,0,"2020_141",141,2020,6.67500007152557,2020-05-20,5,15.4275000095367,10.3199996948242,6.67500007152557,6.77500007301569,7.30000008270144
"1722","2020-02-29 21:27:09 +1000",10.0080003738403,"Austrochaperina robusta","2020-02-29",2,"None selected","None selected","Tablelands (R)","QLD",4405,-17.75,145.25,2020-02-29 07:18:22,2020-02-29 19:45:51,12.4580555555556,2020-02-29 07:19:14,2020-02-29 19:46:50,12.46,0.245806918423451,0.165121131804525,0,"2020_60",60,2020,19.0925002098083,2020-02-29,2,31.6875,17.0650000572205,11.2999999523163,16.2249999344349,26.9249999001622
"1723","2020-08-21 19:08:49 +1000",10,"Austrochaperina robusta","2020-08-21",2,"Large pond","Rural","Tablelands (R)","QLD",4406,-17.25,145.25,2020-08-21 06:34:30,2020-08-21 18:10:59,11.6080555555556,2020-08-21 06:35:22,2020-08-21 18:11:56,11.6094444444444,0.0467801513801689,0.06939475139023,0,"2020_234",234,2020,5.55999994277954,2020-08-21,8,15.6966670354207,10.4333333969116,1.26666665077209,4.53333331892895,14.233333264788
"1724","2020-08-30 18:35:51 +1000",52.4000015258789,"Austrochaperina robusta","2020-08-30",2,"Large pond","Rural","Mareeba (S)","QLD",4475,-16.75,145.75,2020-08-30 06:27:11,2020-08-30 18:12:16,11.7513888888889,2020-08-30 06:26:36,2020-08-30 18:11:47,11.7530555555556,0.902198500484597,0.398755723647291,0,"2020_243",243,2020,5.44500005245209,2020-08-30,8,24.085000038147,8.96749973297119,0,0,5.02499997615814
"1725","2020-09-06 19:30:02 +1000",4,"Austrochaperina robusta","2020-09-06",2,"Large pond","Rural","Tablelands (R)","QLD",4474,-17.25,145.75,2020-09-06 06:22:08,2020-09-06 18:13:03,11.8486111111111,2020-09-06 06:21:26,2020-09-06 18:12:23,11.8491666666667,0.867880496386244,0.618412338419971,0,"2020_250",250,2020,2.27499997615814,2020-09-06,9,21.3724999427795,8.49749994277954,0,0,0.200000002980232
"1726","2020-09-17 19:05:23 +1000",65,"Austrochaperina robusta","2020-09-17",2,"Large pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-09-17 06:12:20,2020-09-17 18:13:49,12.0247222222222,2020-09-17 06:12:11,2020-09-17 18:13:42,12.0252777777778,0.00537465527625092,0.976643098246835,0,"2020_261",261,2020,9.21749997138977,2020-09-17,9,20.2449998855591,13.6549999713898,0,0,8.07500000484288
"1727","2020-09-17 21:38:37 +1000",77.5999984741211,"Austrochaperina robusta","2020-09-17",2,"Small pond","Backyard/Suburbia","Cairns (R)","QLD",4475,-16.75,145.75,2020-09-17 06:12:25,2020-09-17 18:13:53,12.0244444444444,2020-09-17 06:12:11,2020-09-17 18:13:42,12.0252777777778,0.00537465527625092,0.976643098246835,0,"2020_261",261,2020,9.21749997138977,2020-09-17,9,20.2449998855591,13.6549999713898,0,0,8.07500000484288
"1728","2020-09-19 20:41:50 +1000",65,"Austrochaperina robusta","2020-09-19",2,"None selected","Other","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2020-09-19 06:09:16,2020-09-19 18:12:25,12.0525,2020-09-19 06:08:36,2020-09-19 18:11:48,12.0533333333333,0.0330609712465169,0.0582010089813477,0,"2020_263",263,2020,6.12249994277954,2020-09-19,9,15.3575000762939,9.36999988555908,4.5,4.60000000149012,8.97499995678663
"1729","2020-09-19 20:43:17 +1000",65,"Austrochaperina robusta","2020-09-19",2,"None selected","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2020-09-19 06:09:16,2020-09-19 18:12:25,12.0525,2020-09-19 06:08:36,2020-09-19 18:11:48,12.0533333333333,0.0330609712465169,0.0582010089813477,0,"2020_263",263,2020,6.12249994277954,2020-09-19,9,15.3575000762939,9.36999988555908,4.5,4.60000000149012,8.97499995678663
"1730","2020-09-19 21:55:44 +1000",165,"Austrochaperina robusta","2020-09-19",2,"None selected","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2020-09-19 06:09:16,2020-09-19 18:12:25,12.0525,2020-09-19 06:08:36,2020-09-19 18:11:48,12.0533333333333,0.0330609712465169,0.0582010089813477,0,"2020_263",263,2020,6.12249994277954,2020-09-19,9,15.3575000762939,9.36999988555908,4.5,4.60000000149012,8.97499995678663
